capability_id,"edition","layer","feature","direction",subset_level,"function_code","object_group","variations","qualifiers","std_reference",dut_pics_status,"backend_status","framework_status",test_case_ids,"evidence","owner","notes"
OBJ.G0.V213,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 213",O2M,REVIEW_REQUIRED,,0,213,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V214,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 214",O2M,REVIEW_REQUIRED,,0,214,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V215,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 215",O2M,REVIEW_REQUIRED,,0,215,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V216,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 216",O2M,REVIEW_REQUIRED,,0,216,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V217,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 217",O2M,REVIEW_REQUIRED,,0,217,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V218,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 218",O2M,REVIEW_REQUIRED,,0,218,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V219,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 219",O2M,REVIEW_REQUIRED,,0,219,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V220,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 220",O2M,REVIEW_REQUIRED,,0,220,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V221,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 221",O2M,REVIEW_REQUIRED,,0,221,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V222,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 222",O2M,REVIEW_REQUIRED,,0,222,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V223,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 223",O2M,REVIEW_REQUIRED,,0,223,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V224,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 224",O2M,REVIEW_REQUIRED,,0,224,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V225,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 225",O2M,REVIEW_REQUIRED,,0,225,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V226,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 226",O2M,REVIEW_REQUIRED,,0,226,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V227,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 227",O2M,REVIEW_REQUIRED,,0,227,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V228,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 228",O2M,REVIEW_REQUIRED,,0,228,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V229,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 229",O2M,REVIEW_REQUIRED,,0,229,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V230,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 230",O2M,REVIEW_REQUIRED,,0,230,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V231,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 231",O2M,REVIEW_REQUIRED,,0,231,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V232,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 232",O2M,REVIEW_REQUIRED,,0,232,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V233,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 233",O2M,REVIEW_REQUIRED,,0,233,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V234,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 234",O2M,REVIEW_REQUIRED,,0,234,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V235,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 235",O2M,REVIEW_REQUIRED,,0,235,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V236,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 236",O2M,REVIEW_REQUIRED,,0,236,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V237,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 237",O2M,REVIEW_REQUIRED,,0,237,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V238,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 238",O2M,REVIEW_REQUIRED,,0,238,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V239,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 239",O2M,REVIEW_REQUIRED,,0,239,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V240,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 240",O2M,REVIEW_REQUIRED,,0,240,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V241,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 241",O2M,REVIEW_REQUIRED,,0,241,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V242,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 242",O2M,REVIEW_REQUIRED,,0,242,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V243,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 243",O2M,REVIEW_REQUIRED,,0,243,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V244,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 244",O2M,REVIEW_REQUIRED,,0,244,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V245,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 245",O2M,REVIEW_REQUIRED,,0,245,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V246,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 246",O2M,REVIEW_REQUIRED,,0,246,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V247,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 247",O2M,REVIEW_REQUIRED,,0,247,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V248,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 248",O2M,REVIEW_REQUIRED,,0,248,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V249,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 249",O2M,REVIEW_REQUIRED,,0,249,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V250,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 250",O2M,REVIEW_REQUIRED,,0,250,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V252,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 252",O2M,REVIEW_REQUIRED,,0,252,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V254,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 254",O2M,REVIEW_REQUIRED,,0,254,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.V255,IEEE1815-2012,APPLICATION,"Device Attribute group 0 variation 255",O2M,REVIEW_REQUIRED,,0,255,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G0.USER_VENDOR,IEEE1815-2012,APPLICATION,"Device Attribute user and vendor-defined catalog",BIDIRECTIONAL,REVIEW_REQUIRED,,0,"user|vendor-defined",,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G1.V0,IEEE1815-2012,APPLICATION,"Binary Input static variation 0",O2M,REVIEW_REQUIRED,,1,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G1.V1,IEEE1815-2012,APPLICATION,"Binary Input static variation 1",O2M,REVIEW_REQUIRED,,1,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G1.V2,IEEE1815-2012,APPLICATION,"Binary Input static variation 2",O2M,REVIEW_REQUIRED,,1,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G2.V0,IEEE1815-2012,APPLICATION,"Binary Input event variation 0",O2M,REVIEW_REQUIRED,,2,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G2.V1,IEEE1815-2012,APPLICATION,"Binary Input event variation 1",O2M,REVIEW_REQUIRED,,2,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G2.V2,IEEE1815-2012,APPLICATION,"Binary Input event variation 2",O2M,REVIEW_REQUIRED,,2,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G2.V3,IEEE1815-2012,APPLICATION,"Binary Input event variation 3",O2M,REVIEW_REQUIRED,,2,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G3.V0,IEEE1815-2012,APPLICATION,"Double-bit Binary Input static variation 0",O2M,REVIEW_REQUIRED,,3,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G3.V1,IEEE1815-2012,APPLICATION,"Double-bit Binary Input static variation 1",O2M,REVIEW_REQUIRED,,3,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G3.V2,IEEE1815-2012,APPLICATION,"Double-bit Binary Input static variation 2",O2M,REVIEW_REQUIRED,,3,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G4.V0,IEEE1815-2012,APPLICATION,"Double-bit Binary Input event variation 0",O2M,REVIEW_REQUIRED,,4,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G4.V1,IEEE1815-2012,APPLICATION,"Double-bit Binary Input event variation 1",O2M,REVIEW_REQUIRED,,4,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G4.V2,IEEE1815-2012,APPLICATION,"Double-bit Binary Input event variation 2",O2M,REVIEW_REQUIRED,,4,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G4.V3,IEEE1815-2012,APPLICATION,"Double-bit Binary Input event variation 3",O2M,REVIEW_REQUIRED,,4,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G10.V0,IEEE1815-2012,APPLICATION,"Binary Output Status static variation 0",O2M,REVIEW_REQUIRED,,10,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G10.V1,IEEE1815-2012,APPLICATION,"Binary Output Status static variation 1",O2M,REVIEW_REQUIRED,,10,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G10.V2,IEEE1815-2012,APPLICATION,"Binary Output Status static variation 2",O2M,REVIEW_REQUIRED,,10,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G11.V0,IEEE1815-2012,APPLICATION,"Binary Output Status event variation 0",O2M,REVIEW_REQUIRED,,11,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G11.V1,IEEE1815-2012,APPLICATION,"Binary Output Status event variation 1",O2M,REVIEW_REQUIRED,,11,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G11.V2,IEEE1815-2012,APPLICATION,"Binary Output Status event variation 2",O2M,REVIEW_REQUIRED,,11,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G12.V0,IEEE1815-2012,APPLICATION,"Binary Output Command variation 0",M2O,REVIEW_REQUIRED,,12,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G12.V1,IEEE1815-2012,APPLICATION,"Binary Output Command variation 1",M2O,REVIEW_REQUIRED,,12,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G12.V2,IEEE1815-2012,APPLICATION,"Binary Output Command variation 2",M2O,REVIEW_REQUIRED,,12,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G12.V3,IEEE1815-2012,APPLICATION,"Binary Output Command variation 3",M2O,REVIEW_REQUIRED,,12,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G13.V0,IEEE1815-2012,APPLICATION,"Binary Output Command event variation 0",O2M,REVIEW_REQUIRED,,13,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G13.V1,IEEE1815-2012,APPLICATION,"Binary Output Command event variation 1",O2M,REVIEW_REQUIRED,,13,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G13.V2,IEEE1815-2012,APPLICATION,"Binary Output Command event variation 2",O2M,REVIEW_REQUIRED,,13,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G20.V0,IEEE1815-2012,APPLICATION,"Counter static variation 0",O2M,REVIEW_REQUIRED,,20,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G20.V1,IEEE1815-2012,APPLICATION,"Counter static variation 1",O2M,REVIEW_REQUIRED,,20,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G20.V2,IEEE1815-2012,APPLICATION,"Counter static variation 2",O2M,REVIEW_REQUIRED,,20,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G20.V5,IEEE1815-2012,APPLICATION,"Counter static variation 5",O2M,REVIEW_REQUIRED,,20,5,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G20.V6,IEEE1815-2012,APPLICATION,"Counter static variation 6",O2M,REVIEW_REQUIRED,,20,6,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G21.V0,IEEE1815-2012,APPLICATION,"Frozen Counter static variation 0",O2M,REVIEW_REQUIRED,,21,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G21.V1,IEEE1815-2012,APPLICATION,"Frozen Counter static variation 1",O2M,REVIEW_REQUIRED,,21,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G21.V2,IEEE1815-2012,APPLICATION,"Frozen Counter static variation 2",O2M,REVIEW_REQUIRED,,21,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G21.V5,IEEE1815-2012,APPLICATION,"Frozen Counter static variation 5",O2M,REVIEW_REQUIRED,,21,5,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G21.V6,IEEE1815-2012,APPLICATION,"Frozen Counter static variation 6",O2M,REVIEW_REQUIRED,,21,6,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G21.V9,IEEE1815-2012,APPLICATION,"Frozen Counter static variation 9",O2M,REVIEW_REQUIRED,,21,9,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G21.V10,IEEE1815-2012,APPLICATION,"Frozen Counter static variation 10",O2M,REVIEW_REQUIRED,,21,10,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G22.V0,IEEE1815-2012,APPLICATION,"Counter event variation 0",O2M,REVIEW_REQUIRED,,22,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G22.V1,IEEE1815-2012,APPLICATION,"Counter event variation 1",O2M,REVIEW_REQUIRED,,22,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G22.V2,IEEE1815-2012,APPLICATION,"Counter event variation 2",O2M,REVIEW_REQUIRED,,22,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G22.V5,IEEE1815-2012,APPLICATION,"Counter event variation 5",O2M,REVIEW_REQUIRED,,22,5,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G22.V6,IEEE1815-2012,APPLICATION,"Counter event variation 6",O2M,REVIEW_REQUIRED,,22,6,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G23.V0,IEEE1815-2012,APPLICATION,"Frozen Counter event variation 0",O2M,REVIEW_REQUIRED,,23,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G23.V1,IEEE1815-2012,APPLICATION,"Frozen Counter event variation 1",O2M,REVIEW_REQUIRED,,23,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G23.V2,IEEE1815-2012,APPLICATION,"Frozen Counter event variation 2",O2M,REVIEW_REQUIRED,,23,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G23.V5,IEEE1815-2012,APPLICATION,"Frozen Counter event variation 5",O2M,REVIEW_REQUIRED,,23,5,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G23.V6,IEEE1815-2012,APPLICATION,"Frozen Counter event variation 6",O2M,REVIEW_REQUIRED,,23,6,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G30.V0,IEEE1815-2012,APPLICATION,"Analog Input static variation 0",O2M,REVIEW_REQUIRED,,30,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
